group,metric,higher_is_better,n,scot,mgcot,delta,ci_low,ci_high,rel_change_pct,p,effect_rb,discordant_scot_only,discordant_mgcot_only,favours,p_fdr,significant
SVAMP,semantic_similarity,True,300,0.1316199196432717,0.11590738740051161,-0.015712532242760067,-0.021158052026624026,-0.010397417506862754,-11.937807199203286,3.05316276366077e-07,-0.34162764771460424,,,SCoT,3.816453454575963e-07,True
aqua,target_error,False,299,0.46574033659253145,0.4534733251766072,-0.012267011415924308,-0.01973831760693451,-0.0051858073213647705,-2.6338735239624556,0.11320271900725336,-0.10568561872909699,,,MGCoT,0.12578079889694818,False
asdiv,target_error,False,300,0.4354460054173707,0.4684180773051586,0.032972071887787946,0.025199091218423095,0.04077724504806199,7.572023047078946,7.624277612763817e-13,0.4806624806624807,,,SCoT,3.812138806381908e-12,True
clutrr,target_error,False,300,0.42324331606410753,0.35333452087515077,-0.06990879518895676,-0.0859205509208913,-0.05432006773002403,-16.517400874528605,3.83631406990303e-10,-0.4285890783296269,,,MGCoT,7.672628139806059e-10,True
date,target_error,False,300,0.4460273066368264,0.4344240353541425,-0.011603271282683831,-0.030812473141113433,0.007099840231921257,-2.6014710557019076,0.05851225500322754,0.1264393616304909,,,MGCoT,0.07314031875403443,False
gsm8k,target_error,False,300,0.2764802220563125,0.286277740375268,0.009797518318955511,0.003673393651506254,0.015842417483784864,3.543659740319504,0.002157381533848413,0.20434108527131783,,,SCoT,0.0030819736197834472,True
MultiArith,target_error,False,300,0.4544647469610184,0.478407519499715,0.023942772538696647,0.016617974377947826,0.03132927182253782,5.268345388459873,2.0426288910146976e-08,0.3748288478373101,,,SCoT,3.404381485024496e-08,True
QASports,target_error,False,300,0.5694029635028924,0.5644011181876125,-0.005001845315279881,-0.01683909500488428,0.006567535760267334,-0.8784368252158687,0.6451683471818666,0.03072463768115942,,,MGCoT,0.6451683471818666,False
saycan,target_error,False,300,0.37636711063179473,0.40915377496876154,0.032786664336966864,0.022907479775709005,0.04257061527419707,8.711352137525779,3.877139299598091e-12,0.47355083940449794,,,SCoT,1.292379766532697e-11,True
StrategyQA,target_error,False,300,0.5757539253623878,0.5334363553917454,-0.042317569970642455,-0.05013895868421027,-0.0349023274498984,-7.349940331541321,6.223106412769518e-22,-0.6433301160467778,,,MGCoT,6.223106412769518e-21,True
SVAMP,target_error,False,300,0.42213764731133563,0.44955474800944556,0.027417100698109997,0.01997501518041048,0.03484343437066412,6.494824821414066,1.5605624498476607e-10,0.4269788182831661,,,SCoT,3.901406124619152e-10,True
aqua,token_f1,True,300,0.012573365068806262,0.015992105997426953,0.0034187409286206877,0.0011041281748402096,0.005864722556791948,27.190341725640113,0.0024262963559046904,0.2658295129891702,,,MGCoT,0.008087654519682302,True
asdiv,token_f1,True,300,0.042106327454222665,0.04937821603269043,0.0072718885784677605,0.0013918350760905428,0.013532110014613944,17.270298831864743,0.38350516557354686,-0.060189452124935997,,,MGCoT,0.4261168506372743,False
clutrr,token_f1,True,300,0.03222705357503333,0.05223321677613969,0.020006163201106368,0.011880544007930038,0.028379486634809683,62.07878469102546,0.18584290319938512,0.0993349066723879,,,MGCoT,0.2654898617134073,False
date,token_f1,True,300,0.009004801508864901,0.037447776103301036,0.028442974594436135,0.015416887989286084,0.043078645227493634,315.8645370076737,0.017343048678620333,0.28564749883122953,,,MGCoT,0.03621714785288273,True
gsm8k,token_f1,True,300,0.4084161198884031,0.36883417294167437,-0.03958194694672861,-0.05492799524558207,-0.024550718935077025,-9.691573133191733,0.0012702774510036834,-0.2146622369878184,,,SCoT,0.006351387255018417,True
MultiArith,token_f1,True,300,0.03316822024133936,0.035692897494789,0.0025246772534496397,-0.0005257533277636032,0.005492180102020938,7.611735676739738,0.2698485699912324,0.07553743513713862,,,MGCoT,0.33731071248904054,False
QASports,token_f1,True,300,0.009679811187734493,0.0007037753218236963,-0.008976035865910796,-0.01043034335837972,-0.007545056499863317,-92.72945196787035,4.278257454787309e-20,-0.9863568215892053,,,SCoT,4.278257454787309e-19,True
saycan,token_f1,True,300,0.10177863351650338,0.09499723611310525,-0.0067813974033981315,-0.012346864591093193,-0.001402034876905409,-6.662889026014021,0.018108573926441364,-0.16122901488755148,,,SCoT,0.03621714785288273,True
StrategyQA,token_f1,True,300,0.000496610335164293,0.000590875952037476,9.4265616873183e-05,-0.0005722782343272244,0.0008777685324010757,18.98180730411042,0.84375,0.14285714285714285,,,MGCoT,0.84375,False
SVAMP,token_f1,True,300,0.029118269748144233,0.028482656509920896,-0.0006356132382233344,-0.004098319354348256,0.0028611631996759953,-2.1828674702206277,0.06277857503216958,-0.13657437638761918,,,SCoT,0.10463095838694929,False
aqua,truncated,False,300,0.6133333333333333,0.62,0.006666666666666667,-0.06,0.07333333333333333,1.0869565217391306,0.9226851594412753,0.018867924528301886,52.0,54.0,SCoT,0.9226851594412754,False
asdiv,truncated,False,300,0.023333333333333334,0.3433333333333333,0.32,0.2633333333333333,0.37666666666666665,1371.4285714285713,6.979604631123946e-26,0.9411764705882353,3.0,99.0,SCoT,2.3265348770413152e-25,True
clutrr,truncated,False,300,0.01,0.4066666666666667,0.39666666666666667,0.34,0.45666666666666667,3966.6666666666665,1.4344792661954539e-33,0.967479674796748,2.0,121.0,SCoT,1.434479266195454e-32,True
date,truncated,False,300,0.06666666666666667,0.22666666666666666,0.16,0.10666666666666667,0.21333333333333335,240.0,1.3936467518320873e-08,0.6486486486486487,13.0,61.0,SCoT,2.322744586386812e-08,True
gsm8k,truncated,False,300,0.36,0.49,0.13,0.06,0.2,36.111111111111114,0.0004453106769171578,0.3277310924369748,40.0,79.0,SCoT,0.000636158109881654,True
MultiArith,truncated,False,300,0.013333333333333334,0.35333333333333333,0.34,0.28658333333333336,0.39666666666666667,2550.0,1.3982559545042434e-28,0.9622641509433962,2.0,104.0,SCoT,6.991279772521217e-28,True
QASports,truncated,False,300,0.23666666666666666,0.29,0.05333333333333334,-0.013333333333333334,0.12,22.535211267605636,0.14478233933005072,0.1509433962264151,45.0,61.0,SCoT,0.1809779241625634,False
saycan,truncated,False,300,0.2,0.4266666666666667,0.22666666666666666,0.15666666666666668,0.2966666666666667,113.33333333333331,1.7803381639606352e-09,0.5230769230769231,31.0,99.0,SCoT,3.560676327921271e-09,True
StrategyQA,truncated,False,300,0.5033333333333333,0.5466666666666666,0.043333333333333335,-0.03,0.12,8.60927152317881,0.29807066339153954,0.09774436090225563,60.0,73.0,SCoT,0.3311896259905995,False
SVAMP,truncated,False,300,0.11333333333333333,0.37333333333333335,0.26,0.19666666666666666,0.32,229.41176470588238,1.4016007077149398e-15,0.75,13.0,91.0,SCoT,3.504001769287349e-15,True
