model,dataset,set,metric,scot_mean,scot_std,mgcot_mean,mgcot_std,winner
phi3_mini,QASports,performance,normalized_edit_distance,0.0008,0.0007,0.0006,0.0005,MGCoT
phi3_mini,QASports,performance,char_f1,0.035,0.0254,0.0303,0.024,SCoT
phi3_mini,QASports,performance,bert_score_f1,0.7652,0.0175,0.7663,0.0175,MGCoT
phi3_mini,QASports,performance,semantic_similarity,0.091,0.047,0.1134,0.0606,MGCoT
phi3_mini,SVAMP,hardware,delta_time_seconds,103.8247,29.0278,103.828,53.2182,SCoT
phi3_mini,SVAMP,hardware,cpu_usage_avg_percent,10.8232,0.3353,12.5272,0.5306,SCoT
phi3_mini,SVAMP,hardware,ram_usage_avg_mb,14172.5452,249.4208,13903.8935,206.7886,MGCoT
phi3_mini,SVAMP,hardware,ram_usage_avg_percent,87.3669,1.538,85.707,1.2764,MGCoT
phi3_mini,SVAMP,hardware,gpu_usage_avg_percent,5.5025,0.1693,7.3094,0.8802,SCoT
phi3_mini,SVAMP,hardware,gpu_memory_avg_mb,3916.7656,0.0,3916.7656,0.0,tie
phi3_mini,SVAMP,performance,rouge1_f1,0.0173,0.0068,0.0242,0.0206,MGCoT
phi3_mini,SVAMP,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
phi3_mini,SVAMP,performance,rougeL_f1,0.0173,0.0068,0.0242,0.0206,MGCoT
phi3_mini,SVAMP,performance,bleu,0.0,0.0,0.0,0.0,MGCoT
phi3_mini,SVAMP,performance,exact_match,0.0,0.0,0.0,0.0,tie
phi3_mini,SVAMP,performance,token_precision,0.0178,0.0069,0.0189,0.0123,MGCoT
phi3_mini,SVAMP,performance,token_recall,0.45,0.1515,0.44,0.1641,SCoT
phi3_mini,SVAMP,performance,token_f1,0.0342,0.0131,0.0358,0.0226,MGCoT
phi3_mini,SVAMP,performance,token_overlap_count,0.9,0.303,0.88,0.3283,SCoT
phi3_mini,SVAMP,performance,normalized_edit_distance,0.0046,0.002,0.007,0.0061,SCoT
phi3_mini,SVAMP,performance,char_f1,0.1214,0.0312,0.1281,0.0395,MGCoT
phi3_mini,SVAMP,performance,bert_score_f1,0.7593,0.0092,0.7622,0.013,MGCoT
phi3_mini,SVAMP,performance,semantic_similarity,0.1345,0.0597,0.1304,0.0541,SCoT
phi3_mini,StrategyQA,hardware,delta_time_seconds,143.7818,14.0515,148.3503,21.391,SCoT
phi3_mini,StrategyQA,hardware,cpu_usage_avg_percent,11.0513,0.531,12.652,0.8024,SCoT
phi3_mini,StrategyQA,hardware,ram_usage_avg_mb,13279.4224,1328.4148,13003.3069,1301.3147,MGCoT
phi3_mini,StrategyQA,hardware,ram_usage_avg_percent,81.8594,8.1877,80.158,8.0205,MGCoT
phi3_mini,StrategyQA,hardware,gpu_usage_avg_percent,5.3962,0.1885,6.6493,0.26,SCoT
phi3_mini,StrategyQA,hardware,gpu_memory_avg_mb,3916.7656,0.0,3916.7656,0.0,tie
phi3_mini,StrategyQA,performance,rouge1_f1,0.0003,0.0024,0.0002,0.0017,SCoT
phi3_mini,StrategyQA,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
phi3_mini,StrategyQA,performance,rougeL_f1,0.0003,0.0024,0.0002,0.0017,SCoT
phi3_mini,StrategyQA,performance,bleu,0.0,0.0,0.0,0.0,tie
phi3_mini,StrategyQA,performance,exact_match,0.0,0.0,0.0,0.0,tie
phi3_mini,StrategyQA,performance,token_precision,0.0004,0.0026,0.0004,0.0025,SCoT
phi3_mini,StrategyQA,performance,token_recall,0.02,0.1414,0.02,0.1414,tie
phi3_mini,StrategyQA,performance,token_f1,0.0007,0.0051,0.0007,0.0049,SCoT
phi3_mini,StrategyQA,performance,token_overlap_count,0.02,0.1414,0.02,0.1414,tie
phi3_mini,StrategyQA,performance,normalized_edit_distance,0.0038,0.0008,0.0045,0.0016,SCoT
phi3_mini,StrategyQA,performance,char_f1,0.2119,0.0221,0.2018,0.0314,SCoT
phi3_mini,StrategyQA,performance,bert_score_f1,0.7691,0.0062,0.7697,0.0083,MGCoT
phi3_mini,StrategyQA,performance,semantic_similarity,0.0218,0.064,0.0739,0.0581,MGCoT
phi3_mini,aqua,hardware,delta_time_seconds,143.9538,19.36,123.7167,45.6711,MGCoT
phi3_mini,aqua,hardware,cpu_usage_avg_percent,15.6045,4.6636,18.4356,6.4727,SCoT
phi3_mini,aqua,hardware,ram_usage_avg_mb,13267.0165,1331.5101,12939.688,1323.3459,MGCoT
phi3_mini,aqua,hardware,ram_usage_avg_percent,81.7837,8.2073,79.7652,8.1602,MGCoT
phi3_mini,aqua,hardware,gpu_usage_avg_percent,6.3715,0.7479,9.6242,7.4099,SCoT
phi3_mini,aqua,hardware,gpu_memory_avg_mb,3677.0856,153.0124,3698.6856,0.3959,SCoT
phi3_mini,aqua,performance,rouge1_f1,0.0074,0.0083,0.01,0.0107,MGCoT
phi3_mini,aqua,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
phi3_mini,aqua,performance,rougeL_f1,0.0074,0.0083,0.01,0.0107,MGCoT
phi3_mini,aqua,performance,bleu,0.0,0.0,0.0,0.0,SCoT
phi3_mini,aqua,performance,exact_match,0.0,0.0,0.0,0.0,tie
phi3_mini,aqua,performance,token_precision,0.0077,0.0077,0.0088,0.0086,MGCoT
phi3_mini,aqua,performance,token_recall,0.52,0.5047,0.58,0.4986,MGCoT
phi3_mini,aqua,performance,token_f1,0.0151,0.0152,0.0174,0.0167,MGCoT
phi3_mini,aqua,performance,token_overlap_count,0.52,0.5047,0.58,0.4986,MGCoT
phi3_mini,aqua,performance,normalized_edit_distance,0.0009,0.0007,0.001,0.001,SCoT
phi3_mini,aqua,performance,char_f1,0.0444,0.007,0.0439,0.0137,SCoT
phi3_mini,aqua,performance,bert_score_f1,0.7594,0.011,0.7543,0.111,SCoT
phi3_mini,aqua,performance,semantic_similarity,0.1317,0.0604,0.1438,0.0906,MGCoT
phi3_mini,asdiv,hardware,delta_time_seconds,87.4416,22.2756,110.1832,51.4985,SCoT
phi3_mini,asdiv,hardware,cpu_usage_avg_percent,10.9826,0.613,12.3624,0.4553,SCoT
phi3_mini,asdiv,hardware,ram_usage_avg_mb,13653.9133,148.1975,13383.3956,147.7749,MGCoT
phi3_mini,asdiv,hardware,ram_usage_avg_percent,84.1674,0.9141,82.4977,0.9104,MGCoT
phi3_mini,asdiv,hardware,gpu_usage_avg_percent,5.4172,0.2304,7.1855,0.9215,SCoT
phi3_mini,asdiv,hardware,gpu_memory_avg_mb,3910.5656,28.8395,3914.6068,0.7921,SCoT
phi3_mini,asdiv,performance,rouge1_f1,0.0226,0.0061,0.023,0.0221,MGCoT
phi3_mini,asdiv,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
phi3_mini,asdiv,performance,rougeL_f1,0.0226,0.0061,0.023,0.0221,MGCoT
phi3_mini,asdiv,performance,bleu,0.0,0.0,0.0,0.0,SCoT
phi3_mini,asdiv,performance,exact_match,0.0,0.0,0.0,0.0,tie
phi3_mini,asdiv,performance,token_precision,0.0213,0.0052,0.0159,0.015,SCoT
phi3_mini,asdiv,performance,token_recall,0.96,0.1979,0.7,0.4629,SCoT
phi3_mini,asdiv,performance,token_f1,0.0416,0.01,0.0309,0.0286,SCoT
phi3_mini,asdiv,performance,token_overlap_count,0.96,0.1979,0.7,0.4629,SCoT
phi3_mini,asdiv,performance,normalized_edit_distance,0.003,0.0011,0.0036,0.0041,SCoT
phi3_mini,asdiv,performance,char_f1,0.0698,0.026,0.0706,0.0342,MGCoT
phi3_mini,asdiv,performance,bert_score_f1,0.776,0.0091,0.7775,0.0148,MGCoT
phi3_mini,asdiv,performance,semantic_similarity,0.266,0.0697,0.2085,0.0861,SCoT
phi3_mini,clutrr,hardware,delta_time_seconds,86.5889,19.9203,128.3376,43.9066,SCoT
phi3_mini,clutrr,hardware,cpu_usage_avg_percent,10.8845,0.4331,12.5684,0.557,SCoT
phi3_mini,clutrr,hardware,ram_usage_avg_mb,13886.8377,272.8293,13623.8815,255.0742,MGCoT
phi3_mini,clutrr,hardware,ram_usage_avg_percent,85.6004,1.6834,83.9849,1.5742,MGCoT
phi3_mini,clutrr,hardware,gpu_usage_avg_percent,5.537,0.175,6.9775,0.4279,SCoT
phi3_mini,clutrr,hardware,gpu_memory_avg_mb,3914.7656,0.0,3914.7656,0.0,tie
phi3_mini,clutrr,performance,rouge1_f1,0.0538,0.0232,0.0315,0.0219,SCoT
phi3_mini,clutrr,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
phi3_mini,clutrr,performance,rougeL_f1,0.0505,0.0228,0.0297,0.0211,SCoT
phi3_mini,clutrr,performance,bleu,0.0,0.0,0.0,0.0,SCoT
phi3_mini,clutrr,performance,exact_match,0.0,0.0,0.0,0.0,tie
phi3_mini,clutrr,performance,token_precision,0.0167,0.0075,0.0109,0.0096,SCoT
phi3_mini,clutrr,performance,token_recall,0.2867,0.1168,0.24,0.1512,SCoT
phi3_mini,clutrr,performance,token_f1,0.0315,0.014,0.0206,0.0174,SCoT
phi3_mini,clutrr,performance,token_overlap_count,0.86,0.3505,0.72,0.4536,SCoT
phi3_mini,clutrr,performance,normalized_edit_distance,0.0503,0.0129,0.0425,0.0278,MGCoT
phi3_mini,clutrr,performance,char_f1,0.5107,0.0226,0.4926,0.0685,SCoT
phi3_mini,clutrr,performance,bert_score_f1,0.8091,0.0064,0.8021,0.0133,SCoT
phi3_mini,clutrr,performance,semantic_similarity,0.3484,0.0588,0.2968,0.1016,SCoT
phi3_mini,date,hardware,delta_time_seconds,97.2784,23.5724,30.4433,31.7573,MGCoT
phi3_mini,date,hardware,cpu_usage_avg_percent,10.9738,0.4051,12.4044,1.2209,SCoT
phi3_mini,date,hardware,ram_usage_avg_mb,13277.0057,108.9813,13085.0418,102.2477,MGCoT
phi3_mini,date,hardware,ram_usage_avg_percent,81.8476,0.6713,80.6585,0.6293,MGCoT
phi3_mini,date,hardware,gpu_usage_avg_percent,5.0906,0.1688,13.4691,6.9796,SCoT
phi3_mini,date,hardware,gpu_memory_avg_mb,3914.7656,0.0,3914.7656,0.0,tie
phi3_mini,date,performance,rouge1_f1,0.0473,0.0271,0.3867,0.3394,MGCoT
phi3_mini,date,performance,rouge2_f1,0.0189,0.025,0.2073,0.369,MGCoT
phi3_mini,date,performance,rougeL_f1,0.0468,0.0266,0.3848,0.3411,MGCoT
phi3_mini,date,performance,bleu,0.0,0.0,0.0,0.0,MGCoT
phi3_mini,date,performance,exact_match,0.0,0.0,0.0,0.0,tie
phi3_mini,date,performance,token_precision,0.0066,0.0104,0.1729,0.3662,MGCoT
phi3_mini,date,performance,token_recall,0.15,0.2315,0.2,0.2474,MGCoT
phi3_mini,date,performance,token_f1,0.0126,0.0199,0.1283,0.243,MGCoT
phi3_mini,date,performance,token_overlap_count,0.3,0.4629,0.4,0.4949,MGCoT
phi3_mini,date,performance,normalized_edit_distance,0.0224,0.0071,0.2581,0.2151,SCoT
phi3_mini,date,performance,char_f1,0.2661,0.0382,0.4984,0.1973,MGCoT
phi3_mini,date,performance,bert_score_f1,0.791,0.0184,0.8817,0.0612,MGCoT
phi3_mini,date,performance,semantic_similarity,0.3029,0.0841,0.5914,0.2104,MGCoT
phi3_mini,gsm8k,hardware,delta_time_seconds,133.676,19.4828,119.3696,41.4351,MGCoT
phi3_mini,gsm8k,hardware,cpu_usage_avg_percent,12.1865,2.2484,13.3442,0.9545,SCoT
phi3_mini,gsm8k,hardware,ram_usage_avg_mb,13708.6225,520.1522,13400.9184,490.2424,MGCoT
phi3_mini,gsm8k,hardware,ram_usage_avg_percent,84.5059,3.206,82.6078,3.0238,MGCoT
phi3_mini,gsm8k,hardware,gpu_usage_avg_percent,5.6269,0.1455,7.093,0.355,SCoT
phi3_mini,gsm8k,hardware,gpu_memory_avg_mb,3914.7658,0.001,3914.7753,0.0682,SCoT
phi3_mini,gsm8k,performance,rouge1_f1,0.3941,0.0907,0.4112,0.1124,MGCoT
phi3_mini,gsm8k,performance,rouge2_f1,0.1777,0.08,0.183,0.0895,MGCoT
phi3_mini,gsm8k,performance,rougeL_f1,0.2736,0.0626,0.2928,0.0887,MGCoT
phi3_mini,gsm8k,performance,bleu,0.0455,0.0472,0.0496,0.0424,MGCoT
phi3_mini,gsm8k,performance,exact_match,0.0,0.0,0.0,0.0,tie
phi3_mini,gsm8k,performance,token_precision,0.3478,0.0937,0.3445,0.1375,SCoT
phi3_mini,gsm8k,performance,token_recall,0.5804,0.0833,0.5571,0.091,SCoT
phi3_mini,gsm8k,performance,token_f1,0.4286,0.0869,0.4113,0.1067,SCoT
phi3_mini,gsm8k,performance,token_overlap_count,22.7,7.0138,21.78,6.8758,SCoT
phi3_mini,gsm8k,performance,normalized_edit_distance,0.2107,0.0588,0.2279,0.0596,SCoT
phi3_mini,gsm8k,performance,char_f1,0.8275,0.0584,0.8345,0.0576,MGCoT
phi3_mini,gsm8k,performance,bert_score_f1,0.8469,0.0146,0.8545,0.023,MGCoT
phi3_mini,gsm8k,performance,semantic_similarity,0.787,0.0635,0.7857,0.1022,SCoT
phi3_mini,saycan,hardware,delta_time_seconds,118.8481,29.3593,142.2029,32.3431,SCoT
phi3_mini,saycan,hardware,cpu_usage_avg_percent,17.5209,3.7345,19.7868,3.9884,SCoT
phi3_mini,saycan,hardware,ram_usage_avg_mb,13436.191,948.1654,13019.2072,1025.2373,MGCoT
phi3_mini,saycan,hardware,ram_usage_avg_percent,82.8269,5.8443,80.2554,6.3211,MGCoT
phi3_mini,saycan,hardware,gpu_usage_avg_percent,5.866,0.589,7.9719,1.2236,SCoT
phi3_mini,saycan,hardware,gpu_memory_avg_mb,3916.3661,0.8072,3916.3656,0.8081,MGCoT
phi3_mini,saycan,performance,rouge1_f1,0.0597,0.0588,0.0241,0.0249,SCoT
phi3_mini,saycan,performance,rouge2_f1,0.0066,0.0184,0.0036,0.0096,SCoT
phi3_mini,saycan,performance,rougeL_f1,0.054,0.0465,0.022,0.0221,SCoT
phi3_mini,saycan,performance,bleu,0.0,0.0,0.0,0.0,tie
phi3_mini,saycan,performance,exact_match,0.0,0.0,0.0,0.0,tie
phi3_mini,saycan,performance,token_precision,0.0512,0.0287,0.0467,0.0189,SCoT
phi3_mini,saycan,performance,token_recall,0.1657,0.0746,0.1778,0.0878,MGCoT
phi3_mini,saycan,performance,token_f1,0.0767,0.0393,0.0722,0.0284,SCoT
phi3_mini,saycan,performance,token_overlap_count,3.86,1.9061,4.1,1.8434,MGCoT
phi3_mini,saycan,performance,normalized_edit_distance,0.1323,0.0518,0.1247,0.0467,MGCoT
phi3_mini,saycan,performance,char_f1,0.6841,0.0414,0.6921,0.0715,MGCoT
phi3_mini,saycan,performance,bert_score_f1,0.7822,0.0146,0.7673,0.014,SCoT
phi3_mini,saycan,performance,semantic_similarity,0.3894,0.1347,0.2638,0.1071,SCoT
qwen2_1.5b,MultiArith,hardware,delta_time_seconds,62.1027,13.3942,53.3636,18.6438,MGCoT
qwen2_1.5b,MultiArith,hardware,cpu_usage_avg_percent,4.3148,0.353,4.2561,0.5196,MGCoT
qwen2_1.5b,MultiArith,hardware,ram_usage_avg_mb,9237.0865,41.715,9221.3783,45.4658,MGCoT
qwen2_1.5b,MultiArith,hardware,ram_usage_avg_percent,56.9393,0.2588,56.8468,0.2786,MGCoT
qwen2_1.5b,MultiArith,hardware,gpu_usage_avg_percent,2.8489,0.222,4.0781,2.2169,SCoT
qwen2_1.5b,MultiArith,hardware,gpu_memory_avg_mb,2748.7656,0.0,2748.7656,0.0,tie
qwen2_1.5b,MultiArith,performance,rouge1_f1,0.0244,0.0074,0.0295,0.0143,MGCoT
qwen2_1.5b,MultiArith,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,MultiArith,performance,rougeL_f1,0.0244,0.0074,0.0295,0.0143,MGCoT
qwen2_1.5b,MultiArith,performance,bleu,0.0,0.0,0.0,0.0,SCoT
qwen2_1.5b,MultiArith,performance,exact_match,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,MultiArith,performance,token_precision,0.0212,0.0067,0.0232,0.0089,MGCoT
qwen2_1.5b,MultiArith,performance,token_recall,0.47,0.1199,0.45,0.1515,SCoT
qwen2_1.5b,MultiArith,performance,token_f1,0.0404,0.0126,0.044,0.0168,MGCoT
qwen2_1.5b,MultiArith,performance,token_overlap_count,0.94,0.2399,0.9,0.303,SCoT
qwen2_1.5b,MultiArith,performance,normalized_edit_distance,0.0061,0.0017,0.0089,0.0076,SCoT
qwen2_1.5b,MultiArith,performance,char_f1,0.1247,0.0241,0.1345,0.0245,MGCoT
qwen2_1.5b,MultiArith,performance,bert_score_f1,0.7689,0.0102,0.7717,0.0118,MGCoT
qwen2_1.5b,MultiArith,performance,semantic_similarity,0.1416,0.0566,0.1392,0.0583,SCoT
qwen2_1.5b,QASports,hardware,delta_time_seconds,31.8244,37.5064,50.5144,46.6076,SCoT
qwen2_1.5b,QASports,hardware,cpu_usage_avg_percent,4.8456,0.9043,4.5799,1.2214,MGCoT
qwen2_1.5b,QASports,hardware,ram_usage_avg_mb,9320.0021,64.4847,9312.0076,64.5771,MGCoT
qwen2_1.5b,QASports,hardware,ram_usage_avg_percent,57.4558,0.4006,57.403,0.3977,MGCoT
qwen2_1.5b,QASports,hardware,gpu_usage_avg_percent,6.0452,3.247,5.3809,2.9772,MGCoT
qwen2_1.5b,QASports,hardware,gpu_memory_avg_mb,2748.7656,0.0,2748.7656,0.0,tie
qwen2_1.5b,QASports,performance,rouge1_f1,0.0005,0.0021,0.0007,0.003,MGCoT
qwen2_1.5b,QASports,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,QASports,performance,rougeL_f1,0.0005,0.0021,0.0007,0.003,MGCoT
qwen2_1.5b,QASports,performance,bleu,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,QASports,performance,exact_match,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,QASports,performance,token_precision,0.0002,0.0016,0.0,0.0,SCoT
qwen2_1.5b,QASports,performance,token_recall,0.02,0.1414,0.0,0.0,SCoT
qwen2_1.5b,QASports,performance,token_f1,0.0004,0.0032,0.0,0.0,SCoT
qwen2_1.5b,QASports,performance,token_overlap_count,0.02,0.1414,0.0,0.0,SCoT
qwen2_1.5b,QASports,performance,normalized_edit_distance,0.0,0.0002,0.0001,0.0003,SCoT
qwen2_1.5b,QASports,performance,char_f1,0.0031,0.0126,0.0051,0.0154,MGCoT
qwen2_1.5b,QASports,performance,bert_score_f1,0.7769,0.0205,0.7739,0.0148,SCoT
qwen2_1.5b,QASports,performance,semantic_similarity,0.0895,0.0463,0.0631,0.0407,SCoT
qwen2_1.5b,SVAMP,hardware,delta_time_seconds,74.6053,31.0812,62.8634,36.506,MGCoT
qwen2_1.5b,SVAMP,hardware,cpu_usage_avg_percent,4.2582,0.428,4.3963,0.4504,SCoT
qwen2_1.5b,SVAMP,hardware,ram_usage_avg_mb,10022.339,68.7374,10021.3097,81.6878,MGCoT
qwen2_1.5b,SVAMP,hardware,ram_usage_avg_percent,61.7835,0.4244,61.775,0.5047,MGCoT
qwen2_1.5b,SVAMP,hardware,gpu_usage_avg_percent,2.7566,0.409,4.8941,3.9715,SCoT
qwen2_1.5b,SVAMP,hardware,gpu_memory_avg_mb,2748.7656,0.0,2748.7656,0.0,tie
qwen2_1.5b,SVAMP,performance,rouge1_f1,0.0193,0.0112,0.0233,0.0376,MGCoT
qwen2_1.5b,SVAMP,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,SVAMP,performance,rougeL_f1,0.0193,0.0112,0.0233,0.0376,MGCoT
qwen2_1.5b,SVAMP,performance,bleu,0.0,0.0,0.0,0.0,SCoT
qwen2_1.5b,SVAMP,performance,exact_match,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,SVAMP,performance,token_precision,0.0192,0.0105,0.019,0.0216,SCoT
qwen2_1.5b,SVAMP,performance,token_recall,0.41,0.194,0.3,0.2474,SCoT
qwen2_1.5b,SVAMP,performance,token_f1,0.0366,0.0197,0.0351,0.0378,SCoT
qwen2_1.5b,SVAMP,performance,token_overlap_count,0.82,0.3881,0.6,0.4949,SCoT
qwen2_1.5b,SVAMP,performance,normalized_edit_distance,0.0059,0.0031,0.0104,0.0125,SCoT
qwen2_1.5b,SVAMP,performance,char_f1,0.1293,0.0361,0.1368,0.0489,MGCoT
qwen2_1.5b,SVAMP,performance,bert_score_f1,0.7643,0.0152,0.7685,0.018,MGCoT
qwen2_1.5b,SVAMP,performance,semantic_similarity,0.117,0.0628,0.113,0.0591,SCoT
qwen2_1.5b,StrategyQA,hardware,delta_time_seconds,95.5688,45.3285,95.9745,47.3145,SCoT
qwen2_1.5b,StrategyQA,hardware,cpu_usage_avg_percent,4.3272,0.3644,4.3891,0.7683,SCoT
qwen2_1.5b,StrategyQA,hardware,ram_usage_avg_mb,9809.1975,263.5864,9795.5145,225.8735,MGCoT
qwen2_1.5b,StrategyQA,hardware,ram_usage_avg_percent,60.4692,1.6234,60.3859,1.3918,MGCoT
qwen2_1.5b,StrategyQA,hardware,gpu_usage_avg_percent,3.1923,2.5642,3.4785,2.5827,SCoT
qwen2_1.5b,StrategyQA,hardware,gpu_memory_avg_mb,2748.7656,0.0,2748.7656,0.0,tie
qwen2_1.5b,StrategyQA,performance,rouge1_f1,0.0005,0.0039,0.0,0.0,SCoT
qwen2_1.5b,StrategyQA,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,StrategyQA,performance,rougeL_f1,0.0005,0.0039,0.0,0.0,SCoT
qwen2_1.5b,StrategyQA,performance,bleu,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,StrategyQA,performance,exact_match,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,StrategyQA,performance,token_precision,0.0006,0.0039,0.0,0.0,SCoT
qwen2_1.5b,StrategyQA,performance,token_recall,0.02,0.1414,0.0,0.0,SCoT
qwen2_1.5b,StrategyQA,performance,token_f1,0.0011,0.0076,0.0,0.0,SCoT
qwen2_1.5b,StrategyQA,performance,token_overlap_count,0.02,0.1414,0.0,0.0,SCoT
qwen2_1.5b,StrategyQA,performance,normalized_edit_distance,0.0078,0.0101,0.0081,0.0078,SCoT
qwen2_1.5b,StrategyQA,performance,char_f1,0.2405,0.0387,0.239,0.0474,SCoT
qwen2_1.5b,StrategyQA,performance,bert_score_f1,0.7777,0.013,0.7757,0.0147,SCoT
qwen2_1.5b,StrategyQA,performance,semantic_similarity,0.0243,0.0572,0.0486,0.0558,MGCoT
qwen2_1.5b,aqua,hardware,delta_time_seconds,123.399,37.594,109.5917,46.455,MGCoT
qwen2_1.5b,aqua,hardware,cpu_usage_avg_percent,10.1978,3.6183,9.9035,3.3285,MGCoT
qwen2_1.5b,aqua,hardware,ram_usage_avg_mb,12572.6833,2030.8606,12481.475,2003.0293,MGCoT
qwen2_1.5b,aqua,hardware,ram_usage_avg_percent,77.5026,12.5196,76.94,12.3472,MGCoT
qwen2_1.5b,aqua,hardware,gpu_usage_avg_percent,2.5287,0.7046,3.636,3.1304,SCoT
qwen2_1.5b,aqua,hardware,gpu_memory_avg_mb,2508.1251,154.4098,2529.7256,5.4845,SCoT
qwen2_1.5b,aqua,performance,rouge1_f1,0.0075,0.0116,0.0196,0.0553,MGCoT
qwen2_1.5b,aqua,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,aqua,performance,rougeL_f1,0.0075,0.0116,0.0196,0.0553,MGCoT
qwen2_1.5b,aqua,performance,bleu,0.0,0.0,0.0,0.0,SCoT
qwen2_1.5b,aqua,performance,exact_match,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,aqua,performance,token_precision,0.0071,0.0084,0.0121,0.0205,MGCoT
qwen2_1.5b,aqua,performance,token_recall,0.46,0.5035,0.54,0.5035,MGCoT
qwen2_1.5b,aqua,performance,token_f1,0.014,0.0165,0.0233,0.0372,MGCoT
qwen2_1.5b,aqua,performance,token_overlap_count,0.46,0.5035,0.54,0.5035,MGCoT
qwen2_1.5b,aqua,performance,normalized_edit_distance,0.0009,0.0014,0.0021,0.0066,SCoT
qwen2_1.5b,aqua,performance,char_f1,0.0473,0.0054,0.0495,0.0127,MGCoT
qwen2_1.5b,aqua,performance,bert_score_f1,0.7598,0.0147,0.7643,0.0188,MGCoT
qwen2_1.5b,aqua,performance,semantic_similarity,0.1296,0.057,0.1333,0.0603,MGCoT
qwen2_1.5b,asdiv,hardware,delta_time_seconds,50.2082,28.4732,27.2873,24.7555,MGCoT
qwen2_1.5b,asdiv,hardware,cpu_usage_avg_percent,4.817,1.9215,4.6452,0.7622,MGCoT
qwen2_1.5b,asdiv,hardware,ram_usage_avg_mb,8611.9133,99.6582,8606.678,125.2419,MGCoT
qwen2_1.5b,asdiv,hardware,ram_usage_avg_percent,53.0858,0.6139,53.0554,0.7746,MGCoT
qwen2_1.5b,asdiv,hardware,gpu_usage_avg_percent,3.7377,2.2146,9.9184,6.9574,SCoT
qwen2_1.5b,asdiv,hardware,gpu_memory_avg_mb,2742.7268,28.5673,2746.766,0.0028,SCoT
qwen2_1.5b,asdiv,performance,rouge1_f1,0.0423,0.0451,0.1087,0.1024,MGCoT
qwen2_1.5b,asdiv,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,asdiv,performance,rougeL_f1,0.0423,0.0451,0.1087,0.1024,MGCoT
qwen2_1.5b,asdiv,performance,bleu,0.0,0.0,0.0,0.0,MGCoT
qwen2_1.5b,asdiv,performance,exact_match,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,asdiv,performance,token_precision,0.0301,0.0216,0.0582,0.0438,MGCoT
qwen2_1.5b,asdiv,performance,token_recall,0.88,0.3283,0.9,0.303,MGCoT
qwen2_1.5b,asdiv,performance,token_f1,0.0577,0.0392,0.1069,0.0757,MGCoT
qwen2_1.5b,asdiv,performance,token_overlap_count,0.88,0.3283,0.9,0.303,MGCoT
qwen2_1.5b,asdiv,performance,normalized_edit_distance,0.0059,0.0054,0.0188,0.0217,SCoT
qwen2_1.5b,asdiv,performance,char_f1,0.0807,0.0357,0.1056,0.0496,MGCoT
qwen2_1.5b,asdiv,performance,bert_score_f1,0.7913,0.0181,0.8066,0.023,MGCoT
qwen2_1.5b,asdiv,performance,semantic_similarity,0.2539,0.0848,0.2621,0.0876,MGCoT
qwen2_1.5b,clutrr,hardware,delta_time_seconds,15.3699,17.5556,8.225,2.7508,MGCoT
qwen2_1.5b,clutrr,hardware,cpu_usage_avg_percent,5.4992,2.2748,4.8727,1.0538,MGCoT
qwen2_1.5b,clutrr,hardware,ram_usage_avg_mb,8742.2061,117.495,8733.9621,124.6881,MGCoT
qwen2_1.5b,clutrr,hardware,ram_usage_avg_percent,53.889,0.7286,53.8415,0.7658,MGCoT
qwen2_1.5b,clutrr,hardware,gpu_usage_avg_percent,10.5717,5.1759,16.8769,4.6775,SCoT
qwen2_1.5b,clutrr,hardware,gpu_memory_avg_mb,2746.7656,0.0,2746.7656,0.0,tie
qwen2_1.5b,clutrr,performance,rouge1_f1,0.1241,0.0871,0.1498,0.0926,MGCoT
qwen2_1.5b,clutrr,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,clutrr,performance,rougeL_f1,0.123,0.0871,0.1498,0.0926,MGCoT
qwen2_1.5b,clutrr,performance,bleu,0.0,0.0,0.0,0.0,SCoT
qwen2_1.5b,clutrr,performance,exact_match,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,clutrr,performance,token_precision,0.0341,0.0541,0.0541,0.0604,MGCoT
qwen2_1.5b,clutrr,performance,token_recall,0.1333,0.165,0.16,0.1682,MGCoT
